name,year,selling_price,km_driven,fuel,Company
Tata Manza Aura,2010,200000,188000,Diesel,Tata
Chevrolet Enjoy TCDi,2014,350000,120000,Diesel,Chevrolet
Honda City i,2015,650000,80000,Petrol,Honda
Hyundai i10 Magna,2010,150000,123278,Petrol,Hyundai
Honda City i,2014,560000,100000,Diesel,Honda
Hyundai i20 Active,2015,625000,90000,Diesel,Hyundai
Ford Figo Diesel,2012,220000,110000,Diesel,Ford
Ford Figo Diesel,2013,250000,110000,Diesel,Ford
Tata Zest Quadrajet,2018,575000,70000,Diesel,Tata
Mahindra XUV500 W8,2015,1050000,65000,Diesel,Mahindra
Tata New Safari,2012,200000,90000,Diesel,Tata
Maruti Alto 800,2016,262000,50000,Petrol,Maruti
Hyundai EON Era,2018,299000,33000,Petrol,Hyundai
Maruti Alto 800,2015,250000,26500,Petrol,Maruti
Hyundai Santro Xing,2011,140000,60000,Petrol,Hyundai
Maruti Swift Dzire,2013,360000,70000,Diesel,Maruti
Hyundai i20 1.4,2017,600000,60000,Diesel,Hyundai
Volkswagen Vento Diesel,2011,300000,80000,Diesel,Volkswagen
Hyundai Grand i10,2016,450000,35000,Petrol,Hyundai
Ford Endeavour 3.2,2018,3200000,35000,Diesel,Ford
Hyundai Grand i10,2019,550000,10000,Petrol,Hyundai
Tata Indica Vista,2011,100000,80000,Diesel,Tata
Hyundai EON Era,2012,185000,50000,Petrol,Hyundai
Maruti Wagon R,2006,80000,90000,Petrol,Maruti
Maruti Alto 800,2017,295000,80000,Petrol,Maruti
Renault KWID Climber,2017,360000,25000,Petrol,Renault
Maruti Alto K10,2014,210000,70000,Petrol,Maruti
Hyundai Elite i20,2019,585000,80000,Petrol,Hyundai
Volkswagen Polo Select,2016,560000,50000,Diesel,Volkswagen
Honda City i,2015,600000,70000,Diesel,Honda
Hyundai Verna VTVT,2019,990000,15000,Petrol,Hyundai
Toyota Etios Diesel,2012,300000,90000,Diesel,Toyota
Tata Nexon 1.2,2018,650000,28000,Petrol,Tata
Hyundai Elite i20,2019,695000,20000,Petrol,Hyundai
Hyundai Grand i10,2014,300000,60000,Diesel,Hyundai
Maruti Alto 800,2015,270000,22000,Petrol,Maruti
Tata New Safari,2010,185000,70000,Diesel,Tata
Chevrolet Sail Hatchback,2013,200000,80000,Diesel,Chevrolet
Tata Nexon 1.5,2018,860000,60000,Diesel,Tata
Tata Tiago 1.2,2018,400000,20000,Petrol,Tata
Maruti Ritz VDi,2013,240000,142000,Diesel,Maruti
Maruti Swift Dzire,2015,570000,72000,Diesel,Maruti
Ford EcoSport 1.5,2018,850000,90000,Diesel,Ford
Ford Figo Diesel,2011,155000,80000,Diesel,Ford
Hyundai i20 1.4,2011,270000,125000,Diesel,Hyundai
Maruti Ciaz ZXi,2015,610000,33000,Petrol,Maruti
Hyundai Creta 1.6,2015,1000000,50000,Diesel,Hyundai
Mahindra Scorpio LX,2012,450000,120000,Diesel,Mahindra
Hyundai Xcent 1.2,2018,500000,35000,Diesel,Hyundai
Honda Amaze S,2018,700000,43000,Diesel,Honda
Maruti Alto LXi,2007,135000,60000,Petrol,Maruti
Mahindra Scorpio LX,2012,430000,148000,Diesel,Mahindra
Hyundai Verna 1.6,2014,625000,70000,Diesel,Hyundai
Maruti Ritz VDi,2012,220000,70000,Diesel,Maruti
Maruti Ignis 1.2,2017,620000,18484,Petrol,Maruti
Tata Safari DICOR,2011,300000,70000,Diesel,Tata
Maruti Alto LX,2010,180000,25000,Petrol,Maruti
Volkswagen Polo Diesel,2013,250000,120000,Diesel,Volkswagen
Maruti Swift Dzire,2017,480000,55000,Petrol,Maruti
Ford EcoSport 1.5,2019,885000,10000,Petrol,Ford
Mahindra KUV 100,2020,550000,60000,Diesel,Mahindra
Maruti Swift Dzire,2018,800000,30000,Diesel,Maruti
Hyundai Santro Xing,2013,180000,65000,Petrol,Hyundai
Hyundai i20 Sportz,2012,380000,50000,Diesel,Hyundai
Tata Tiago NRG,2019,520000,2560,Petrol,Tata
Maruti Wagon R,2016,330000,80000,Petrol,Maruti
Chevrolet Enjoy TCDi,2015,370000,120000,Diesel,Chevrolet
Honda City V,2009,290000,120000,Petrol,Honda
Hyundai EON Magna,2013,215000,47000,Petrol,Hyundai
Tata Hexa XT,2017,1282000,45000,Diesel,Tata
Toyota Innova 2.5,2012,610000,90000,Diesel,Toyota
Hyundai i20 Asta,2013,380000,110000,Diesel,Hyundai
Mahindra Scorpio 1.99,2017,1250000,95000,Diesel,Mahindra
Hyundai Verna 1.6,2012,400000,103655,Diesel,Hyundai
Hyundai i20 Petrol,2018,700000,25000,Petrol,Hyundai
Renault Duster 110PS,2014,650000,80000,Diesel,Renault
Tata Nano Twist,2014,95000,50000,Petrol,Tata
Mahindra XUV500 W10,2015,1147000,56975,Diesel,Mahindra
Hyundai Santro Xing,2010,150000,110000,Petrol,Hyundai
Maruti Alto LX,2008,120000,80000,Petrol,Maruti
Ford Fiesta EXi,2010,180000,187000,Diesel,Ford
Ford Fiesta Classic,2013,325000,69000,Diesel,Ford
Ford EcoSport 1.5,2015,550000,206000,Diesel,Ford
Ford EcoSport 1.5,2018,950000,27000,Diesel,Ford
Ford Ecosport 1.5,2014,500000,132000,Diesel,Ford
Ford Aspire Titanium,2017,725000,75000,Diesel,Ford
Ford Figo Aspire,2015,500000,18000,Petrol,Ford
Mahindra Verito 1.5,2011,180000,218000,Diesel,Mahindra
Hyundai i20 2015-2017,2016,650000,10000,Diesel,Hyundai
Maruti Swift VDi,2010,285000,80000,Diesel,Maruti
Mahindra Verito 1.5,2011,210000,215000,Diesel,Mahindra
Ford Fiesta Classic,2012,200000,137000,Diesel,Ford
Volkswagen Vento Diesel,2011,295000,65000,Diesel,Volkswagen
Honda City 2017-2020,2007,160000,120000,Petrol,Honda
Maruti Celerio VXI,2017,450000,10000,Petrol,Maruti
Ford Fiesta Classic,2011,350000,93500,Diesel,Ford
Maruti Swift Dzire,2019,558000,70000,Diesel,Maruti
Hyundai Santro Xing,2010,165000,56000,Petrol,Hyundai
Hyundai i20 Sportz,2012,300000,80000,Diesel,Hyundai
Mahindra XUV500 W8,2012,900000,100000,Diesel,Mahindra
Mahindra Scorpio S10,2015,900000,70000,Diesel,Mahindra
Chevrolet Enjoy TCDi,2013,450000,60000,Diesel,Chevrolet
Maruti Ciaz 1.3,2018,825000,82000,Diesel,Maruti
Tata Aria Pleasure,2013,500000,80000,Diesel,Tata
Mahindra KUV 100,2017,325000,5000,Petrol,Mahindra
Renault Duster 110PS,2014,450000,133000,Diesel,Renault
Honda WR-V i-VTEC,2017,675000,25000,Petrol,Honda
Tata Zest Revotron,2017,415000,15000,Petrol,Tata
Hyundai Creta 1.4,2017,1100000,40000,Diesel,Hyundai
Volkswagen Ameo 1.2,2016,500000,35000,Petrol,Volkswagen
Mahindra Bolero 2011-2019,2014,509999,70000,Diesel,Mahindra
Mahindra Scorpio 2006-2009,2007,200000,152000,Diesel,Mahindra
Maruti 800 AC,2007,60000,100000,Petrol,Maruti
Hyundai Verna 1.6,2013,500000,80000,Diesel,Hyundai
Tata Indica V2,2009,45000,100000,Diesel,Tata
Renault KWID RXT,2017,270000,50000,Petrol,Renault
Hyundai i20 Active,2017,550000,40000,Petrol,Hyundai
Renault KWID 1.0,2016,235000,60000,Petrol,Renault
Honda Jazz 1.5,2015,525000,60000,Diesel,Honda
Maruti Swift VDI,2012,325000,90000,Diesel,Maruti
Maruti Swift Dzire,2014,420000,90000,Diesel,Maruti
Maruti Alto K10,2014,229999,60000,Petrol,Maruti
Maruti Swift Dzire,2013,375000,80000,Diesel,Maruti
Mahindra Scorpio VLX,2012,750000,120000,Diesel,Mahindra
Tata Tiago 1.2,2018,400000,40000,Petrol,Tata
Mahindra XUV500 W6,2013,600000,91000,Diesel,Mahindra
Hyundai Santro Xing,2008,110000,80000,Petrol,Hyundai
Maruti 800 AC,2007,45000,73257,Petrol,Maruti
Tata Tiago 2019-2020,2020,500000,15000,Petrol,Tata
Hyundai Verna CRDi,2007,250000,110000,Diesel,Hyundai
Maruti Swift Dzire,2018,780000,30000,Diesel,Maruti
Hyundai Santro Asta,2018,575000,30000,Petrol,Hyundai
Hyundai i20 1.2,2017,563000,30000,Petrol,Hyundai
Tata Tiago 1.2,2017,450000,15000,Petrol,Tata
Toyota Innova Crysta,2020,2300000,1000,Diesel,Toyota
Hyundai i20 Asta,2010,320000,135000,Diesel,Hyundai
Honda Civic 1.8,2008,375000,100000,Petrol,Honda
Maruti Eeco 5,2017,400000,120000,Petrol,Maruti
Mahindra Xylo E8,2011,600000,230000,Diesel,Mahindra
Renault KWID 1.0,2016,315000,60000,Petrol,Renault
Maruti Swift Dzire,2010,350000,190000,Diesel,Maruti
Maruti Eeco 5,2016,375000,120000,Petrol,Maruti
Toyota Innova 2.5,2013,1050000,217000,Diesel,Toyota
Maruti Celerio VXI,2015,350000,29000,Petrol,Maruti
Maruti Wagon R,2010,120000,120000,Petrol,Maruti
Mahindra XUV500 W6,2015,819999,90000,Diesel,Mahindra
Maruti Celerio ZXI,2018,451999,30000,Petrol,Maruti
Hyundai Grand i10,2016,500000,56000,Petrol,Hyundai
Toyota Innova 2.5,2015,1250000,90000,Diesel,Toyota
Mahindra TUV 300,2015,500000,120000,Diesel,Mahindra
Maruti Swift VDI,2015,490000,60000,Diesel,Maruti
Maruti Swift Dzire,2008,200000,147000,Diesel,Maruti
Maruti Wagon R,2012,240000,35000,Petrol,Maruti
Hyundai i20 1.2,2018,655000,19500,Petrol,Hyundai
Hyundai i20 Active,2018,620000,38426,Petrol,Hyundai
Maruti Swift VXI,2015,450000,35000,Petrol,Maruti
Maruti Wagon R,2014,310000,35000,Petrol,Maruti
Maruti Alto LXi,2007,150000,50000,Petrol,Maruti
Chevrolet Beat Diesel,2012,180000,120000,Diesel,Chevrolet
Tata Indica Vista,2011,150000,120000,Diesel,Tata
Ford Figo Diesel,2011,160000,112000,Diesel,Ford
Mahindra Scorpio EX,2013,600000,70000,Diesel,Mahindra
Tata Indigo LX,2007,120000,135000,Diesel,Tata
Toyota Innova 2.5,2011,350000,500000,Diesel,Toyota
Tata Indigo TDI,2012,135000,146000,Diesel,Tata
Hyundai Grand i10,2018,610000,10000,Petrol,Hyundai
Volkswagen Polo 1.5,2020,260000,50000,Diesel,Volkswagen
Hyundai Xcent 1.2,2017,500000,25000,Petrol,Hyundai
Renault KWID 1.0,2016,220000,20000,Petrol,Renault
Honda Civic 1.8,2006,121000,70000,Petrol,Honda
Tata Indigo CS,2017,350000,50000,Diesel,Tata
Hyundai i20 1.4,2011,280000,100000,Diesel,Hyundai
Tata Nexon 1.2,2020,919999,20000,Petrol,Tata
Hyundai i20 1.4,2011,320000,155000,Diesel,Hyundai
Ford Figo Diesel,2012,140000,70000,Diesel,Ford
Maruti SX4 VDI,2012,310000,25000,Diesel,Maruti
Maruti 800 EX,2006,65000,120000,Petrol,Maruti
Chevrolet Enjoy TCDi,2013,300000,90000,Diesel,Chevrolet
Mahindra XUV500 W8,2011,575000,110000,Diesel,Mahindra
Tata Xenon XT,2014,440000,110000,Diesel,Tata
Maruti Swift VDI,2012,380000,100000,Diesel,Maruti
Tata Manza Aura,2010,140000,116700,Petrol,Tata
Tata Zest Quadrajet,2015,475000,25000,Diesel,Tata
Mahindra Xylo D2,2011,200000,200000,Diesel,Mahindra
Maruti Swift Ldi,2010,400000,176062,Diesel,Maruti
Toyota Innova 2.5,2008,425000,250000,Diesel,Toyota
Honda Amaze Anniversary,2015,509999,82000,Diesel,Honda
Hyundai i10 Era,2010,275000,80000,Petrol,Hyundai
Chevrolet Enjoy 1.3,2017,650000,40000,Diesel,Chevrolet
Renault Duster 4x4,2014,650000,129000,Diesel,Renault
Volkswagen Ameo 1.5,2018,650000,82000,Diesel,Volkswagen
Chevrolet Enjoy 1.3,2017,675000,50000,Diesel,Chevrolet
Maruti 800 AC,2006,50000,40000,Petrol,Maruti
Maruti Wagon R,2017,445000,39500,Petrol,Maruti
Hyundai Elite i20,2018,750000,40000,Diesel,Hyundai
Maruti Swift VDI,2012,425000,56000,Diesel,Maruti
Hyundai i20 1.4,2017,850000,54000,Diesel,Hyundai
Maruti Wagon R,2016,400000,20000,Petrol,Maruti
Tata Indica V2,2014,200000,55896,Diesel,Tata
Honda Amaze SX,2016,550000,35000,Diesel,Honda
Honda Brio V,2012,250000,97000,Petrol,Honda
Maruti Alto 800,2014,206000,120000,Petrol,Maruti
Hyundai EON Magna,2014,290000,50000,Petrol,Hyundai
Tata Nano Lx,2010,45000,30400,Petrol,Tata
Maruti Alto LX,2010,170000,100000,Petrol,Maruti
Maruti Swift Vdi,2010,260000,120000,Diesel,Maruti
Volkswagen Vento Diesel,2012,315000,130000,Diesel,Volkswagen
Maruti Alto K10,2011,225000,76000,Petrol,Maruti
Volkswagen Jetta 2.0L,2012,420000,110000,Diesel,Volkswagen
Mahindra Scorpio VLX,2011,525000,96000,Diesel,Mahindra
Maruti Swift AMT,2018,670000,90000,Diesel,Maruti
Ford Figo Diesel,2013,250000,25000,Diesel,Ford
Maruti Swift Dzire,2009,229999,90000,Diesel,Maruti
Maruti Swift Dzire,2009,229999,164000,Diesel,Maruti
Honda Amaze EX,2013,300000,120000,Petrol,Honda
Maruti A-Star Vxi,2010,165000,66000,Petrol,Maruti
Tata New Safari,2010,295000,250000,Diesel,Tata
Hyundai Verna 1.6,2011,360000,157000,Diesel,Hyundai
Hyundai Verna 1.6,2011,380000,157000,Diesel,Hyundai
Mahindra Scorpio 2.6,2008,320000,100000,Diesel,Mahindra
Tata Manza Aqua,2010,160000,30000,Diesel,Tata
Mahindra Bolero Power,2018,630000,40000,Diesel,Mahindra
Maruti Alto 800,2014,229999,30000,Petrol,Maruti
Maruti Swift ZDi,2014,440000,70000,Diesel,Maruti
Chevrolet Spark 1.0,2007,90000,60000,Petrol,Chevrolet
Maruti Ciaz VDI,2017,750000,60000,Diesel,Maruti
Honda City V,2012,330000,80000,Petrol,Honda
Maruti Ciaz ZDi,2016,715000,70000,Diesel,Maruti
Maruti Zen Estilo,2007,120000,150000,Petrol,Maruti
Hyundai Xcent 1.2,2018,450000,48000,Diesel,Hyundai
Volkswagen Polo Diesel,2012,240000,200000,Diesel,Volkswagen
Maruti Swift Dzire,2015,600000,135000,Diesel,Maruti
Chevrolet Enjoy 1.3,2016,280000,110000,Diesel,Chevrolet
Hyundai Verna 1.6,2012,465000,146000,Diesel,Hyundai
Maruti Alto 800,2018,350000,44000,Petrol,Maruti
Hyundai i10 Magna,2013,325000,70000,Petrol,Hyundai
Maruti Alto LXi,2006,110000,120000,Petrol,Maruti
Mahindra Bolero 2011-2019,2015,515000,60000,Diesel,Mahindra
Maruti Ciaz 1.4,2018,750000,40000,Petrol,Maruti
Hyundai EON Sportz,2018,350000,25000,Petrol,Hyundai
Hyundai Grand i10,2019,488999,15000,Petrol,Hyundai
Maruti Alto 800,2017,300000,27000,Petrol,Maruti
Maruti Baleno Alpha,2017,650000,35000,Diesel,Maruti
Maruti A-Star Vxi,2014,250000,40000,Petrol,Maruti
Maruti Alto 800,2014,200000,40000,Petrol,Maruti
Mahindra Scorpio S10,2015,950000,75262,Diesel,Mahindra
Tata Indigo eCS,2012,200000,120000,Diesel,Tata
Hyundai EON 1.0,2016,276000,60000,Petrol,Hyundai
Hyundai EON Magna,2014,250000,40000,Petrol,Hyundai
Maruti Alto LX,2008,95000,80000,Petrol,Maruti
Tata Indigo CR4,2011,200000,70000,Diesel,Tata
Hyundai Verna 1.6,2012,450000,100000,Diesel,Hyundai
Mahindra XUV500 W6,2013,900000,18000,Diesel,Mahindra
Tata Indigo CS,2010,200000,175000,Diesel,Tata
Mahindra Bolero 2011-2019,2011,370000,91863,Diesel,Mahindra
Tata Indigo CS,2008,250000,100000,Petrol,Tata
Renault KWID RXT,2016,290000,10000,Petrol,Renault
Maruti Ertiga SHVS,2018,900000,35000,Diesel,Maruti
Ford Figo Diesel,2013,325000,120000,Diesel,Ford
Hyundai Grand i10,2016,425000,30000,Petrol,Hyundai
Renault KWID RXT,2016,315000,60000,Petrol,Renault
Maruti Alto K10,2014,300000,70000,Petrol,Maruti
Hyundai i10 Sportz,2013,325000,70000,Petrol,Hyundai
Hyundai Creta 1.4,2016,900000,130000,Diesel,Hyundai
Hyundai Creta 1.4,2016,950000,133000,Diesel,Hyundai
Volkswagen Vento Diesel,2010,320000,120000,Diesel,Volkswagen
Volkswagen Ameo 1.0,2019,500000,20000,Petrol,Volkswagen
Ford Figo Petrol,2012,290000,25000,Petrol,Ford
Tata Nano Lx,2012,60000,90000,Petrol,Tata
Maruti A-Star Vxi,2009,120000,140000,Petrol,Maruti
Honda City i-DTEC,2017,850000,103000,Diesel,Honda
Toyota Innova Crysta,2017,1750000,23000,Diesel,Toyota
Honda City i,2015,600000,128000,Diesel,Honda
Volkswagen Polo 1.5,2015,620000,33000,Diesel,Volkswagen
Maruti Alto LXi,2009,150000,70000,Petrol,Maruti
Hyundai Santro Xing,2011,150000,40000,Petrol,Hyundai
Tata Indigo Grand,2008,135000,40000,Petrol,Tata
Tata Indica Vista,2011,200000,80000,Diesel,Tata
Maruti Ciaz ZDi,2015,730000,70000,Diesel,Maruti
Toyota Innova 2.5,2013,800000,100000,Diesel,Toyota
Mahindra Xylo E8,2009,300000,90000,Diesel,Mahindra
Ford Figo Diesel,2012,190000,112000,Diesel,Ford
Honda Civic 1.8,2011,350000,50000,Petrol,Honda
Hyundai Xcent 1.1,2015,509999,62000,Diesel,Hyundai
Maruti Ertiga LDI,2012,400000,90000,Diesel,Maruti
Toyota Innova 2.5,2013,800000,80000,Diesel,Toyota
Hyundai Creta 1.6,2016,930000,47552,Diesel,Hyundai
Maruti Vitara Brezza,2016,720000,40000,Diesel,Maruti
Ford Figo Petrol,2011,225000,15000,Petrol,Ford
Ford EcoSport 1.5,2019,950000,20000,Diesel,Ford
Hyundai i20 Active,2018,530000,52000,Petrol,Hyundai
Hyundai i20 Magna,2016,470000,70000,Petrol,Hyundai
Mahindra Bolero Power,2017,650000,110000,Diesel,Mahindra
Tata Safari Storme,2014,540000,77500,Diesel,Tata
Maruti Swift VDI,2015,459999,100000,Diesel,Maruti
Renault KWID RXL,2019,325000,14700,Petrol,Renault
Maruti Omni MPI,2016,240000,40000,Petrol,Maruti
Mahindra KUV 100,2017,400000,32000,Petrol,Mahindra
Maruti Swift Dzire,2009,250000,80000,Petrol,Maruti
Toyota Innova 2.5,2014,910000,80000,Diesel,Toyota
Maruti Swift Dzire,2018,720000,25000,Diesel,Maruti
Maruti Swift Dzire,2015,590000,50000,Diesel,Maruti
Mahindra Bolero DI,2006,145000,170000,Diesel,Mahindra
Mahindra KUV 100,2018,445000,19700,Petrol,Mahindra
Ford Figo Aspire,2018,372000,50000,Diesel,Ford
Ford Figo Diesel,2015,300000,140000,Diesel,Ford
Tata Tigor 1.2,2017,520000,40000,Petrol,Tata
Maruti Alto 800,2014,190000,70000,Petrol,Maruti
Toyota Innova 2.5,2012,750000,90000,Diesel,Toyota
Mahindra TUV 300,2016,750000,110000,Diesel,Mahindra
Maruti Alto K10,2019,350000,15000,Petrol,Maruti
Maruti Alto 800,2020,360000,5000,Petrol,Maruti
Renault KWID RXE,2017,285000,5000,Petrol,Renault
Maruti Alto 800,2013,160000,70000,Petrol,Maruti
Maruti Alto LXi,2007,85000,120000,Petrol,Maruti
Mahindra Scorpio 2009-2014,2014,675000,120000,Diesel,Mahindra
Mahindra Scorpio 2009-2014,2014,700000,145241,Diesel,Mahindra
Mahindra Scorpio 2.6,2008,400000,110000,Diesel,Mahindra
Renault KWID RXT,2016,254999,30000,Petrol,Renault
Mahindra Scorpio S10,2015,1050000,80000,Diesel,Mahindra
Maruti Swift Dzire,2013,390000,100000,Diesel,Maruti
Toyota Etios Liva,2015,450000,80000,Diesel,Toyota
Toyota Innova Crysta,2016,1630000,40000,Diesel,Toyota
Maruti Vitara Brezza,2017,725000,50000,Diesel,Maruti
Tata Safari Storme,2013,466000,95500,Diesel,Tata
Maruti Alto K10,2014,229999,53473,Petrol,Maruti
Mahindra Bolero 2011-2019,2011,250000,100000,Diesel,Mahindra
Mahindra XUV500 W10,2016,1350000,25000,Diesel,Mahindra
Hyundai Santro Xing,2013,220000,80000,Petrol,Hyundai
Hyundai Xcent 1.1,2015,360000,120000,Diesel,Hyundai
Maruti Alto K10,2018,350000,40000,Petrol,Maruti
Hyundai Verna 1.6,2012,500000,70000,Diesel,Hyundai
Chevrolet Beat Diesel,2013,145000,90000,Diesel,Chevrolet
Chevrolet Sail Hatchback,2014,300000,51000,Petrol,Chevrolet
Hyundai Accent GLE,2009,180000,87000,Petrol,Hyundai
Renault Duster 110PS,2014,620000,90000,Diesel,Renault
Toyota Etios G,2015,360000,110000,Petrol,Toyota
Hyundai Santro Xing,2010,245000,86000,Petrol,Hyundai
Ford Fiesta 1.5,2014,650000,140000,Diesel,Ford
Maruti Swift VXI,2019,610000,18000,Petrol,Maruti
Maruti Alto K10,2015,300000,24000,Petrol,Maruti
Hyundai Grand i10,2014,425000,60000,Diesel,Hyundai
Hyundai Verna 1.6,2012,450000,150000,Diesel,Hyundai
Hyundai Verna 1.6,2011,450000,108000,Diesel,Hyundai
Hyundai i10 Sportz,2011,340000,60000,Petrol,Hyundai
Maruti Ertiga LDI,2013,650000,90000,Diesel,Maruti
Tata Indigo CS,2009,160000,70000,Diesel,Tata
Tata Indica Vista,2014,250000,120000,Diesel,Tata
Chevrolet Beat Diesel,2012,225000,100000,Diesel,Chevrolet
Tata Indica V2,2007,55000,75958,Diesel,Tata
Hyundai Tucson CRDi,2006,282000,128000,Diesel,Hyundai
Tata Indica V2,2007,80000,110000,Diesel,Tata
Maruti Swift Dzire,2016,500000,40000,Petrol,Maruti
Ford Figo Aspire,2016,500000,70000,Diesel,Ford
Maruti Swift VDI,2011,400000,60000,Diesel,Maruti
Mahindra Bolero 2011-2019,2013,550000,90000,Diesel,Mahindra
Tata New Safari,2007,200000,70000,Diesel,Tata
Hyundai i10 Sportz,2012,280000,65000,Petrol,Hyundai
Maruti Swift Dzire,2014,580000,88000,Diesel,Maruti
Tata Manza Aura,2009,100000,80000,Diesel,Tata
Mahindra Scorpio EX,2014,550000,60000,Diesel,Mahindra
Mahindra TUV 300,2017,700000,38000,Diesel,Mahindra
Tata Manza Aqua,2010,150000,80000,Petrol,Tata
Hyundai EON Magna,2014,190000,60000,Petrol,Hyundai
Mahindra Bolero 2011-2019,2013,500000,110000,Diesel,Mahindra
Maruti Swift VDI,2017,640000,110000,Diesel,Maruti
Hyundai Elite i20,2019,811000,43000,Diesel,Hyundai
Maruti Ritz LDi,2016,409999,120000,Diesel,Maruti
Maruti Swift Lxi,2007,220000,136000,Petrol,Maruti
Tata Indica V2,2013,170000,120000,Diesel,Tata
Hyundai Elite i20,2018,700000,25000,Petrol,Hyundai
Mahindra Scorpio S10,2015,950000,80000,Diesel,Mahindra
Maruti Swift Dzire,2014,420000,120000,Diesel,Maruti
Maruti S-Cross 2017-2020,2018,899000,35000,Diesel,Maruti
Hyundai Verna CRDi,2008,150000,120000,Diesel,Hyundai
Renault KWID 1.0,2017,350000,25000,Petrol,Renault
Toyota Etios GD,2015,509999,100000,Diesel,Toyota
Mahindra Bolero 2011-2019,2013,500000,120000,Diesel,Mahindra
Tata Zest Revotron,2017,370000,35000,Petrol,Tata
Maruti Alto K10,2013,240000,44000,Petrol,Maruti
Hyundai i20 Asta,2015,530000,100000,Diesel,Hyundai
Mahindra Scorpio S10,2015,1000000,133000,Diesel,Mahindra
Toyota Innova Crysta,2018,1600000,35000,Diesel,Toyota
Hyundai i10 Sportz,2014,350000,64000,Petrol,Hyundai
Mahindra XUV500 AT,2015,1100000,70000,Diesel,Mahindra
Hyundai i20 1.2,2011,220000,70000,Petrol,Hyundai
Hyundai Grand i10,2015,350000,100000,Petrol,Hyundai
Maruti Swift LDI,2013,370000,90000,Diesel,Maruti
Maruti Swift Dzire,2014,220000,50000,Petrol,Maruti
Mahindra KUV 100,2017,400000,50000,Diesel,Mahindra
Ford EcoSport 1.5,2017,570000,31596,Petrol,Ford
Mahindra XUV500 W6,2013,650000,85710,Diesel,Mahindra
Toyota Fortuner 3.0,2012,1680000,129627,Diesel,Toyota
Hyundai i10 Sportz,2014,320000,15000,Petrol,Hyundai
Hyundai i20 Sportz,2013,315000,49000,Petrol,Hyundai
Tata Manza Aura,2010,202999,158000,Diesel,Tata
Hyundai EON Era,2012,179000,30000,Petrol,Hyundai
Hyundai i10 Magna,2008,140000,60000,Petrol,Hyundai
Maruti Zen Estilo,2008,150000,40000,Petrol,Maruti
Mahindra Bolero SLX,2011,440000,60000,Diesel,Mahindra
Ford Figo Diesel,2011,250000,55130,Diesel,Ford
Maruti Wagon R,2014,330000,22000,Petrol,Maruti
Ford Figo Petrol,2010,250000,48000,Petrol,Ford
Hyundai i20 Magna,2012,335000,45000,Petrol,Hyundai
Mahindra XUV500 W4,2016,1025000,22522,Diesel,Mahindra
Hyundai i20 1.2,2012,320000,51856,Petrol,Hyundai
Maruti Ciaz RS,2015,550000,29434,Petrol,Maruti
Honda WR-V i-DTEC,2018,800000,25000,Diesel,Honda
Tata Tiago 1.2,2017,380000,28000,Petrol,Tata
Renault Duster 85PS,2013,400000,44500,Diesel,Renault
Maruti Wagon R,2016,375000,34500,Petrol,Maruti
Honda City i-VTEC,2017,1100000,20000,Petrol,Honda
Hyundai i20 1.2,2018,650000,15000,Petrol,Hyundai
Hyundai EON D,2012,140000,20000,Petrol,Hyundai
Hyundai Xcent 1.2,2019,550000,3000,Petrol,Hyundai
Honda Amaze VX,2019,670000,20000,Petrol,Honda
Maruti Vitara Brezza,2017,880000,25000,Diesel,Maruti
Ford EcoSport 1.5,2018,950000,35000,Diesel,Ford
Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Chevrolet
Honda City i-VTEC,2017,1150000,6825,Petrol,Honda
Chevrolet Cruze LTZ,2015,450000,155000,Diesel,Chevrolet
Maruti Ertiga BSIV,2016,600000,13500,Petrol,Maruti
Toyota Innova 2.5,2008,700000,260000,Diesel,Toyota
Hyundai Xcent 1.2,2018,600000,65000,Diesel,Hyundai
